case_id,source,policy,termination_reason,project_completed,project_constraints_satisfied,logical_actions,developer_equity_npv_cents,total_project_npv_cents,receipt_status,inclusion_status,run_plan_sha256,replay_verified,coalition_decision
datacenter_development_v1.worlds_v2.verbal_written_divergence_001,world_pack,adopt_every_counter,developer_walk,False,False,23,-1500000000,-1500000000,ok,included,5a14f7039beb4571cc9963f7c129034338c5c0ea6a1db5837863a314db4e5075,True,
datacenter_development_v1.worlds_v2.verbal_written_divergence_002,world_pack,scripted,agreement_stack_executed,True,True,18,57287999075,59025229213,ok,included,48d2e170aa4e4dbf1eb3224acbe9ba0612570f76205e3f43a9e7c91b78154a74,True,
datacenter_development_v1.worlds_v2.verbal_written_divergence_002,world_pack,walk_away,developer_walk,False,False,1,-800000000,-800000000,ok,included,835a91c70aae80beb660f37c6c1ddec85057547f9a7246861ae61126b9dafdb1,True,
datacenter_development_v1.worlds_v2.verbal_written_divergence_002,world_pack,adopt_every_counter,developer_walk,False,False,23,-800000000,-800000000,ok,included,80b3b796b84820aa5cacb283f170bc348a20f8b4a20125a4c00ad036a659d64a,True,
datacenter_development_v1.worlds_v2.verbal_written_divergence_003,world_pack,scripted,agreement_stack_executed,True,True,18,41534920655,42997603477,ok,included,e38bca7f15d118d26333c6e6023bcfb67e012c6b2e09c1a7f6f43c3e617298be,True,
datacenter_development_v1.worlds_v2.verbal_written_divergence_003,world_pack,walk_away,developer_walk,False,False,1,-1100000000,-1100000000,ok,included,27a13c23128ccfe4f33ef71316d7607649e5e0219bcfd59790cf152439d46dc7,True,
datacenter_development_v1.worlds_v2.verbal_written_divergence_003,world_pack,adopt_every_counter,developer_walk,False,False,23,-1100000000,-1100000000,ok,included,e85b4199f0b75c0b81acebe5212c12a1f0899106334d6bccff0010da328ead9b,True,
datacenter_development_v1.worlds_v2.verbal_written_divergence_004,world_pack,scripted,agreement_stack_executed,True,True,18,55689416226,57204437186,ok,included,378d1615b4d8da0fee9cd84b2d34583122f6b3de612011563f7ee9566a6daaa9,True,
datacenter_development_v1.worlds_v2.verbal_written_divergence_004,world_pack,walk_away,developer_walk,False,False,1,-1500000000,-1500000000,ok,included,274f3c7ad5abac2204342a7ebbb375bcda550e6d0ffc0ae27d7f4f962e18e66c,True,
datacenter_development_v1.worlds_v2.verbal_written_divergence_004,world_pack,adopt_every_counter,developer_walk,False,False,23,-1500000000,-1500000000,ok,included,db21a5edeca4ea7a69ca1f67c55cb2dabbcf754f96d07c13871dec5627af2d7c,True,
